Country,Continent,Capital City,Abbreviation,Fact 1,Fact 1 Source,Fact 2,Fact 2 Source,Fact 3,Fact 3 Source,Fact 4,Fact 4 Source,Fact 5,Fact 5 Source,Fact 6,Fact 6 Source,Fact 7,Fact 7 Source,Fact 8,Fact 8 Source,Fact 9,Fact 9 Source,Fact 10,Fact 10 Source,Fact 11,Fact 11 Source,Fact 12,Fact 12 Source,Fact 13,Fact 13 Source,Fact 14,Fact 14 Source,Fact 15,Fact 15 Source,Fact 16,Fact 16 Source,Fact 17,Fact 17 Source,Fact 18,Fact 18 Source,Fact 19,Fact 19 Source,Fact 20,Fact 20 Source,Fact 21,Fact 21 Source,Fact 22,Fact 22 Source,Fact 23,Fact 23 Source,Fact 24,Fact 24 Source,Fact 25,Fact 25 Source,Fact 26,Fact 26 Source,Fact 27,Fact 27 Source,Fact 28,Fact 28 Source,Fact 29,Fact 29 Source,Fact 30,Fact 30 Source,Fact 31,Fact 31 Source,Fact 32,Fact 32 Source,Fact 33,Fact 33 Source,Fact 34,Fact 34 Source,Fact 35,Fact 35 Source,Fact 36,Fact 36 Source,Fact 37,Fact 37 Source,Fact 38,Fact 38 Source,Fact 39,Fact 39 Source,Fact 40,Fact 40 Source,Fact 41,Fact 41 Source,Fact 42,Fact 42 Source,Fact 43,Fact 43 Source,Fact 44,Fact 44 Source,Fact 45,Fact 45 Source,Fact 46,Fact 46 Source,Fact 47,Fact 47 Source,Fact 48,Fact 48 Source,Fact 49,Fact 49 Source,Fact 50,Fact 50 Source
Bangladesh,Asia,Dhaka,BGD,"The Royal Bengal Tiger is the national animal and can be found in the Sundarbans, the largest mangrove forest in the world.",https://en.wikipedia.org/wiki/Royal_Bengal_tiger,"The country is home to the world's longest natural sea beach, Cox's Bazar, which stretches over 120 kilometers.",https://en.wikipedia.org/wiki/Cox%27s_Bazar,"The country has a unique tradition of boat racing, known as Nouka Baich, which is a popular sport.",https://en.wikipedia.org/wiki/Nouka_Baich,"The country is the birthplace of the muslin fabric, a finely woven cotton textile that was highly prized in ancient times.",https://en.wikipedia.org/wiki/Muslin,"The country has the world's largest river delta, formed by the confluence of the Ganges, Brahmaputra, and Meghna rivers.",https://en.wikipedia.org/wiki/Ganges_Delta,"The country is known for its vibrant rickshaw art, where cycle rickshaws are decorated with colorful and elaborate designs.",https://en.wikipedia.org/wiki/Rickshaw_art,"The country has a unique language movement day, commemorating the 1952 protests that led to the recognition of Bengali as an official language.",https://en.wikipedia.org/wiki/Language_Movement_Day,The country is one of the few places where the endangered Irrawaddy dolphin can be found in its natural habitat.,https://en.wikipedia.org/wiki/Irrawaddy_dolphin,"The country has a rich tradition of folk music, with the Baul music being recognized by UNESCO as an intangible cultural heritage.",https://en.wikipedia.org/wiki/Baul,The country is home to the world's largest population of Bengali-speaking people.,https://en.wikipedia.org/wiki/Bengali_language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Europe,Minsk,BLR,"The country is home to the largest population of European bison, also known as wisent, in the world.",https://en.wikipedia.org/wiki/European_bison,"The national library is known for its unique rhombicuboctahedron shape, resembling a giant diamond.",https://en.wikipedia.org/wiki/National_Library_of_Belarus,"The country has a tradition of straw weaving, creating intricate and artistic straw decorations and sculptures.",https://en.wikipedia.org/wiki/Straw_plaiting,"The country is known for its love of potatoes, with over 300 different dishes made from them.",https://en.wikipedia.org/wiki/Cuisine_of_Belarus,"The country has a unique folk festival called Kupala Night, which involves jumping over fires and searching for magical fern flowers.",https://en.wikipedia.org/wiki/Kupala_Night,"The country is home to the world's largest dump truck, the BelAZ 75710, which can carry 450 metric tons.",https://en.wikipedia.org/wiki/BelAZ,The country has a tradition of building wooden churches without using any nails.,https://en.wikipedia.org/wiki/Wooden_churches_of_Belarus,"The country has a unique sport called gorodki, which involves knocking down pins with a bat.",https://en.wikipedia.org/wiki/Gorodki,"The country has a national dish called draniki, which are potato pancakes often served with sour cream.",https://en.wikipedia.org/wiki/Draniki,"The country has a unique form of embroidery called vyshyvanka, which features intricate geometric patterns.",https://en.wikipedia.org/wiki/Vyshyvanka,"The country is home to the oldest forest in Europe, the Białowieża Forest, which is a UNESCO World Heritage Site.",https://en.wikipedia.org/wiki/Białowieża_Forest,"The country has a tradition of making kvass, a fermented beverage made from rye bread.",https://en.wikipedia.org/wiki/Kvass,"The country has a unique form of folk music that uses a traditional instrument called the tsymbaly, similar to a hammered dulcimer.",https://en.wikipedia.org/wiki/Tsymbaly,"The country has a tradition of celebrating Maslenitsa, a week-long festival marking the end of winter, with pancakes and festivities.",https://en.wikipedia.org/wiki/Maslenitsa,"The country has a unique form of traditional dance called the polka, which is lively and energetic.",https://en.wikipedia.org/wiki/Polka,"The country has a tradition of making mead, an alcoholic beverage made from honey.",https://en.wikipedia.org/wiki/Mead,"The country has a unique form of storytelling through puppet theater, known as batleika.",https://en.wikipedia.org/wiki/Batleika,"The country has a tradition of creating pysanky, which are intricately decorated Easter eggs.",https://en.wikipedia.org/wiki/Pysanka,The country has a unique form of traditional clothing that includes a long shirt called a kosovorotka.,https://en.wikipedia.org/wiki/Kosovorotka,"The country has a tradition of celebrating Radonitsa, a day to honor deceased ancestors by visiting their graves and sharing meals.",https://en.wikipedia.org/wiki/Radonitsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Europe,Brussels,BEL,The world's first recorded lottery took place in 1441 in the city of Bruges.,https://en.wikipedia.org/wiki/Lottery#History,"The saxophone was invented by Adolphe Sax, a native of Dinant, in 1846.",https://en.wikipedia.org/wiki/Saxophone#History,"The comic series The Adventures of Tintin was created by Hergé, a native of Etterbeek.",https://en.wikipedia.org/wiki/The_Adventures_of_Tintin,"The Smurfs, known as Les Schtroumpfs in French, were created by cartoonist Peyo.",https://en.wikipedia.org/wiki/The_Smurfs,"The world's first skyscraper, the Boerentoren, was built in Antwerp in 1931.",https://en.wikipedia.org/wiki/Boerentoren,"The word 'spa' comes from the town of Spa, known for its healing hot springs.","https://en.wikipedia.org/wiki/Spa,_Belgium",The world's largest chocolate selling point is Brussels Airport.,https://en.wikipedia.org/wiki/Brussels_Airport,"The longest tram line in the world, the Coast Tram, runs along the entire coast.",https://en.wikipedia.org/wiki/Coast_tram_(Belgium),"The first printed newspaper in the world, Nieuwe Tijdingen, was published in 1605.",https://en.wikipedia.org/wiki/History_of_newspapers_and_magazines#Europe,"The Atomium, a building in the shape of an iron crystal magnified 165 billion times, was constructed for Expo 58.",https://en.wikipedia.org/wiki/Atomium,"The country has three official languages: Dutch, French, and German.",https://en.wikipedia.org/wiki/Belgium#Languages,"The world's first electronic music festival, Tomorrowland, was held in Boom.",https://en.wikipedia.org/wiki/Tomorrowland_(festival),The Red Devils is the nickname for the national football team.,https://en.wikipedia.org/wiki/Belgium_national_football_team,"The country is known for having over 1,000 different types of beer.",https://en.wikipedia.org/wiki/Beer_in_Belgium,"The Manneken Pis, a famous statue of a urinating boy, is a popular tourist attraction.",https://en.wikipedia.org/wiki/Manneken_Pis,The country has the highest density of castles per square kilometer in the world.,https://en.wikipedia.org/wiki/Castles_in_Belgium,The world's first recorded stock exchange was established in Antwerp in 1460.,https://en.wikipedia.org/wiki/Antwerp#History,"The country is home to the world's largest brewery company, Anheuser-Busch InBev.",https://en.wikipedia.org/wiki/Anheuser-Busch_InBev,"The country is famous for its waffles, which come in two main types: Brussels and Liège.",https://en.wikipedia.org/wiki/Belgian_waffle,The country has the highest number of comic strip artists per square kilometer in the world.,https://en.wikipedia.org/wiki/Belgian_comics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,N. America,Belmopan,BLZ,"The national animal is the Baird's tapir, also known as the mountain cow, which is actually a relative of the horse and rhinoceros.",https://en.wikipedia.org/wiki/Baird%27s_tapir,"The Great Blue Hole, a giant marine sinkhole, is one of the top scuba diving sites in the world and is part of the larger Belize Barrier Reef Reserve System, a UNESCO World Heritage Site.",https://en.wikipedia.org/wiki/Great_Blue_Hole,"The country is home to the only jaguar preserve in the world, the Cockscomb Basin Wildlife Sanctuary.",https://en.wikipedia.org/wiki/Cockscomb_Basin_Wildlife_Sanctuary,"The official language is English, making it the only country in Central America with English as the official language.",https://en.wikipedia.org/wiki/Belize#Languages,"The national dish is rice and beans with stew chicken, often served with potato salad or coleslaw.",https://en.wikipedia.org/wiki/Belizean_cuisine,"The country has a unique law that prohibits the use of trawling in its waters, making it the first country in the world to implement such a ban.",https://en.wikipedia.org/wiki/Belize#Fishing,"The tallest building is a Mayan temple called Caracol, which is located in the Cayo District.",https://en.wikipedia.org/wiki/Caracol,"The country has a diverse ecosystem with over 500 species of birds, making it a popular destination for birdwatchers.",https://en.wikipedia.org/wiki/Wildlife_of_Belize,"The currency features Queen Elizabeth II, as the country is a member of the Commonwealth of Nations.",https://en.wikipedia.org/wiki/Belize_dollar,"The country has a unique cultural festival called the Garifuna Settlement Day, which celebrates the arrival of the Garifuna people.",https://en.wikipedia.org/wiki/Garifuna_Settlement_Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Africa,Porto-Novo,BEN,The country is home to the largest remaining population of lions in West Africa.,https://en.wikipedia.org/wiki/Fauna_of_Benin,The national anthem was composed by a Frenchman named Gilbert Jean Dagnon.,https://en.wikipedia.org/wiki/L%27Aube_nouvelle,"The country has a unique architectural style known as Tata Somba, which are fortified houses built by the Somba people.",https://en.wikipedia.org/wiki/Tata_Somba,The country is one of the few places where the endangered West African manatee can be found.,https://en.wikipedia.org/wiki/West_African_manatee,"The country has a vibrant voodoo culture, and the religion is officially recognized.",https://en.wikipedia.org/wiki/Religion_in_Benin,The Pendjari National Park is part of a UNESCO World Heritage Site and is known for its wildlife diversity.,https://en.wikipedia.org/wiki/Pendjari_National_Park,"The country was once part of the Kingdom of Dahomey, which was known for its female warriors, often referred to as the Dahomey Amazons.",https://en.wikipedia.org/wiki/Dahomey_Amazons,"The country has a unique festival called Gelede, which celebrates the role of women in society and is recognized by UNESCO as an Intangible Cultural Heritage.",https://en.wikipedia.org/wiki/Gelede,"The country is one of the world's largest producers of cotton, which is a major export product.",https://en.wikipedia.org/wiki/Economy_of_Benin,"The country has a rich tradition of oral literature, including epic tales and folklore, which are passed down through generations.",https://en.wikipedia.org/wiki/Culture_of_Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,Asia,Thimphu,BTN,The country measures success by Gross National Happiness instead of GDP.,https://en.wikipedia.org/wiki/Gross_National_Happiness,The country is known for having a ban on tobacco sales and smoking in public places.,https://en.wikipedia.org/wiki/Tobacco_control_in_Bhutan,"The country is the only carbon-negative country in the world, absorbing more carbon dioxide than it produces.",https://en.wikipedia.org/wiki/Carbon_neutrality,"The country has a national sport that is archery, and competitions are a major social event.",https://en.wikipedia.org/wiki/Archery_in_Bhutan,"The country has a unique policy of measuring time in 15-minute intervals, known as 'Bhutan Time'.",https://en.wikipedia.org/wiki/Time_in_Bhutan,The country has a law that requires citizens to wear traditional dress in public during working hours.,https://en.wikipedia.org/wiki/Driglam_namzha,"The country is home to the world's highest unclimbed mountain, Gangkhar Puensum.",https://en.wikipedia.org/wiki/Gangkhar_Puensum,"The country has a unique approach to conservation, with over 50% of its land designated as protected areas.",https://en.wikipedia.org/wiki/Protected_areas_of_Bhutan,The country has a tradition of building phallic symbols on houses to ward off evil spirits.,https://en.wikipedia.org/wiki/Phallus_paintings_in_Bhutan,"The country has a policy of 'High Value, Low Impact' tourism to preserve its culture and environment.",https://en.wikipedia.org/wiki/Tourism_in_Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,S. America,La Paz,BOL,"The world's largest salt flat, Salar de Uyuni, is so reflective that it is used to calibrate satellites.",https://en.wikipedia.org/wiki/Salar_de_Uyuni,"The country has over 30 official languages, including Spanish and various indigenous languages.",https://en.wikipedia.org/wiki/Languages_of_Bolivia,"It is home to the highest navigable lake in the world, Lake Titicaca.",https://en.wikipedia.org/wiki/Lake_Titicaca,"The country has a navy despite being landlocked, and it operates on rivers and lakes.",https://en.wikipedia.org/wiki/Bolivian_Navy,"The Andean condor, one of the world's largest flying birds, is a national symbol.",https://en.wikipedia.org/wiki/Andean_condor,"The country has a festival called Alasitas, where people buy miniature items representing their wishes for the year.",https://en.wikipedia.org/wiki/Alasitas,It is one of the few countries where chewing coca leaves is legal and culturally significant.,https://en.wikipedia.org/wiki/Coca_in_Bolivia,"The country has a unique wrestling tradition called Cholitas Wrestling, featuring indigenous women in traditional attire.",https://en.wikipedia.org/wiki/Cholitas_Wrestling,"The country is home to the world's most dangerous road, known as the Death Road or Yungas Road.",https://en.wikipedia.org/wiki/Yungas_Road,"It has a unique form of traditional music and dance called the Diablada, which is part of UNESCO's Intangible Cultural Heritage.",https://en.wikipedia.org/wiki/Diablada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,Europe,Sarajevo,BIH,"The country is home to the last remaining jungle in Europe, Perućica, which is one of the two primeval forests in Europe.",https://en.wikipedia.org/wiki/Peru%C4%87ica,"The country has a town named after a famous inventor, Nikola Tesla, called Teslić.",https://en.wikipedia.org/wiki/Tesli%C4%87,"The country is known for having one of the world's largest man-made pyramids, the Pyramid of the Sun, which is claimed to be larger than the Great Pyramid of Giza.",https://en.wikipedia.org/wiki/Bosnian_pyramid_claims,"The country has a unique coffee culture, where coffee is often served in a džezva, a special pot, and is an important part of social life.",https://en.wikipedia.org/wiki/Bosnian_coffee,"The country is home to the world's largest integrated complex of medieval tombstones, known as stećci, which are a UNESCO World Heritage Site.",https://en.wikipedia.org/wiki/Ste%C4%87ak,"The country has a river, the Neretva, which is one of the coldest rivers in the world, with temperatures often below 7°C even in summer.",https://en.wikipedia.org/wiki/Neretva,"The country has a city, Jajce, where the last Bosnian king was crowned, and it features a stunning waterfall in the city center.",https://en.wikipedia.org/wiki/Jajce,"The country is known for its traditional dance, the kolo, which is performed in a circle and is a symbol of unity and community.",https://en.wikipedia.org/wiki/Kolo_(dance),"The country has a unique type of music called sevdalinka, which is characterized by emotional and melancholic melodies.",https://en.wikipedia.org/wiki/Sevdalinka,"The country is home to the Stari Most, a 16th-century Ottoman bridge in Mostar, which is a UNESCO World Heritage Site and a symbol of reconciliation.",https://en.wikipedia.org/wiki/Stari_Most,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,Africa,Gaborone,BWA,"The currency used is called the Pula, which means 'rain' in Setswana, reflecting the importance of rain in this semi-arid country.",https://en.wikipedia.org/wiki/Botswana_pula,"The country is home to the world's largest concentration of African elephants, with most of them living in the Chobe National Park.",https://en.wikipedia.org/wiki/Chobe_National_Park,"The Okavango Delta, one of the world's largest inland deltas, is so vast that it can be seen from space.",https://en.wikipedia.org/wiki/Okavango_Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,S. America,Brasília,BRA,"The Amazon River, located in this country, is the second-longest river in the world and by far the largest by water flow.",https://en.wikipedia.org/wiki/Amazon_River,"This country is home to the world's largest carnival, attracting millions of participants every year.",https://en.wikipedia.org/wiki/Rio_Carnival,The country has won the FIFA World Cup a record five times.,https://en.wikipedia.org/wiki/Brazil_national_football_team,"The country is the largest producer of coffee in the world, a position it has held for over 150 years.",https://en.wikipedia.org/wiki/Coffee_production_in_Brazil,The country has the largest number of Japanese people outside Japan.,https://en.wikipedia.org/wiki/Japanese_Brazilians,"The country is home to the world's largest wetland, the Pantanal, which is ten times the size of the Everglades.",https://en.wikipedia.org/wiki/Pantanal,The country has more species of monkeys than any other nation.,https://en.wikipedia.org/wiki/List_of_Brazilian_mammals,The country has the largest Catholic population in the world.,https://en.wikipedia.org/wiki/Catholic_Church_in_Brazil,The country is the only one in South America where Portuguese is the official language.,https://en.wikipedia.org/wiki/Languages_of_Brazil,"The country has a city that was once the capital of the Portuguese Empire, making it the only European capital outside Europe.",https://en.wikipedia.org/wiki/Rio_de_Janeiro,The country is home to the largest number of uncontacted peoples in the world.,https://en.wikipedia.org/wiki/Uncontacted_peoples,"The country has a unique dance and martial art form called Capoeira, which combines elements of dance, acrobatics, and music.",https://en.wikipedia.org/wiki/Capoeira,The country is the birthplace of the bossa nova music genre.,https://en.wikipedia.org/wiki/Bossa_nova,"The country has a national dish called feijoada, a hearty stew of black beans and pork.",https://en.wikipedia.org/wiki/Feijoada,"The country is home to the largest rodent in the world, the capybara.",https://en.wikipedia.org/wiki/Capybara,"The country has a unique ecosystem called the Cerrado, which is one of the world's most biologically rich savannas.",https://en.wikipedia.org/wiki/Cerrado,The country has a city that was designed by the famous architect Oscar Niemeyer and is known for its modernist architecture.,https://en.wikipedia.org/wiki/Bras%C3%ADlia,"The country is home to the world's largest cashew tree, which covers an area of about 8,500 square meters.",https://en.wikipedia.org/wiki/Cajueiro_de_Pirangi,"The country has a unique festival called Festa Junina, which celebrates rural life and features traditional foods, music, and dance.",https://en.wikipedia.org/wiki/Festa_Junina,"The country is home to the world's largest art deco statue, Christ the Redeemer.",https://en.wikipedia.org/wiki/Christ_the_Redeemer_(statue),"The country has a unique type of music and dance called Forró, which originated in the northeast region.",https://en.wikipedia.org/wiki/Forr%C3%B3,The country is home to the world's largest producer of oranges.,https://en.wikipedia.org/wiki/Orange_(fruit),"The country has a unique type of barbecue called churrasco, which involves cooking meat on large skewers over an open flame.",https://en.wikipedia.org/wiki/Churrasco,The country is home to the world's largest population of Catholics.,https://en.wikipedia.org/wiki/Catholic_Church_in_Brazil,"The country has a unique type of folk art called cordel literature, which consists of illustrated booklets containing folk novels, poems, and songs.",https://en.wikipedia.org/wiki/Cordel_literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,Asia,Bandar Seri Begawan,BRN,"The country has a national philosophy called 'Malay Islamic Monarchy' which emphasizes Malay culture, Islamic religion, and the monarchy system.",https://en.wikipedia.org/wiki/Brunei#Malay_Islamic_Monarchy,"The country has one of the highest rates of car ownership in the world, with over 700 cars per 1,000 people.",https://en.wikipedia.org/wiki/Transport_in_Brunei#Road_transport,"The country has a unique law where the sale of alcohol is banned, but non-Muslims are allowed to bring a limited amount of alcohol into the country for personal consumption.",https://en.wikipedia.org/wiki/Alcohol_laws_in_Brunei,"The country is home to the largest residential palace in the world, Istana Nurul Iman, which serves as the official residence of the Sultan.",https://en.wikipedia.org/wiki/Istana_Nurul_Iman,The country has a unique public holiday called 'Royal Brunei Armed Forces Day' which is celebrated annually on May 31st.,https://en.wikipedia.org/wiki/Public_holidays_in_Brunei,The country has a unique form of traditional music called 'Aduk-Aduk' which is performed during the harvest festival.,https://en.wikipedia.org/wiki/Music_of_Brunei#Aduk-Aduk,The country has a unique form of traditional wrestling called 'Bersilat' which is part of the martial arts culture.,https://en.wikipedia.org/wiki/Silat,"The country has a unique law where Friday is considered a public holiday, and businesses close for a few hours during the Friday prayers.",https://en.wikipedia.org/wiki/Public_holidays_in_Brunei#Friday_prayers,"The country has a unique biodiversity hotspot, the Ulu Temburong National Park, which is known for its pristine rainforest and diverse wildlife.",https://en.wikipedia.org/wiki/Ulu_Temburong_National_Park,The country has a unique traditional game called 'Gasing' which involves spinning tops and is played during cultural festivals.,https://en.wikipedia.org/wiki/Gasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
